Line,Month,Scheduled,Excess,TOTAL,Opened,Length,Type,Stations
Waterloo & City,45,12.81,0.05,12.86,1898,2.5,DT,2
Waterloo & City,46,9.3,2.73,12.03,1898,2.5,DT,2
Waterloo & City,47,9.3,1.5,10.8,1898,2.5,DT,2
Waterloo & City,48,9.3,2.34,11.65,1898,2.5,DT,2
Waterloo & City,49,8.68,1.44,10.12,1898,2.5,DT,2
Waterloo & City,50,8.68,1.59,10.27,1898,2.5,DT,2
Waterloo & City,51,8.68,1.31,10,1898,2.5,DT,2
Waterloo & City,52,8.68,1.46,10.14,1898,2.5,DT,2
Waterloo & City,53,8.37,1.45,9.82,1898,2.5,DT,2
Waterloo & City,54,8.37,1.73,10.1,1898,2.5,DT,2
Waterloo & City,55,8.37,1.99,10.36,1898,2.5,DT,2
Waterloo & City,56,8.37,1.65,10.02,1898,2.5,DT,2
Waterloo & City,57,8.37,1.1,9.47,1898,2.5,DT,2
Waterloo & City,58,8.37,4.36,12.73,1898,2.5,DT,2
Waterloo & City,59,8.37,3.67,12.04,1898,2.5,DT,2
Waterloo & City,60,8.37,1.76,10.14,1898,2.5,DT,2
Waterloo & City,61,8.37,2.06,10.43,1898,2.5,DT,2
Waterloo & City,62,8.37,1.11,9.48,1898,2.5,DT,2
Waterloo & City,63,8.37,1.63,10,1898,2.5,DT,2
Waterloo & City,64,8.37,1.31,9.68,1898,2.5,DT,2
Waterloo & City,65,8.37,2.42,10.8,1898,2.5,DT,2
Waterloo & City,66,7.8,2.77,10.57,1898,2.5,DT,2
Waterloo & City,67,7.8,4.12,11.92,1898,2.5,DT,2
Waterloo & City,68,7.8,2.42,10.21,1898,2.5,DT,2
Waterloo & City,69,7.8,2.81,10.61,1898,2.5,DT,2
Waterloo & City,70,7.8,3.8,11.6,1898,2.5,DT,2
Waterloo & City,71,7.8,2.81,10.61,1898,2.5,DT,2
Waterloo & City,72,7.8,2.33,10.12,1898,2.5,DT,2
Waterloo & City,73,7.8,2.82,10.62,1898,2.5,DT,2
Waterloo & City,74,7.8,3.09,10.89,1898,2.5,DT,2
Waterloo & City,75,7.8,1.63,9.42,1898,2.5,DT,2
Waterloo & City,76,8.15,3,11.16,1898,2.5,DT,2
Waterloo & City,77,8.15,2.65,10.8,1898,2.5,DT,2
Waterloo & City,78,8.15,3.06,11.21,1898,2.5,DT,2
Waterloo & City,79,8.15,2.86,11.02,1898,2.5,DT,2
Waterloo & City,80,8.15,1.65,9.81,1898,2.5,DT,2
Waterloo & City,81,8.15,3.98,12.13,1898,2.5,DT,2
Waterloo & City,82,8.15,1.25,9.4,1898,2.5,DT,2
Waterloo & City,83,8.15,1.28,9.43,1898,2.5,DT,2
Waterloo & City,84,8.15,1.39,9.54,1898,2.5,DT,2
Waterloo & City,85,8.15,2.22,10.37,1898,2.5,DT,2
Waterloo & City,86,8.15,2.35,10.5,1898,2.5,DT,2
Waterloo & City,87,8.15,2.24,10.39,1898,2.5,DT,2
Waterloo & City,88,8.15,1.62,9.77,1898,2.5,DT,2
Waterloo & City,89,8.15,2.44,10.59,1898,2.5,DT,2
Waterloo & City,90,8.15,2.05,10.2,1898,2.5,DT,2
Waterloo & City,91,8.15,1.82,9.97,1898,2.5,DT,2
Waterloo & City,92,8.15,2.36,10.51,1898,2.5,DT,2
Waterloo & City,93,8.15,2.45,10.6,1898,2.5,DT,2
Waterloo & City,94,8.15,2.26,10.41,1898,2.5,DT,2
Waterloo & City,95,8.15,1.89,10.04,1898,2.5,DT,2
Waterloo & City,96,8.15,1.2,9.36,1898,2.5,DT,2
Waterloo & City,97,8.15,2.65,10.8,1898,2.5,DT,2
Waterloo & City,98,8.15,1.57,9.73,1898,2.5,DT,2
Waterloo & City,99,8.15,2.6,10.75,1898,2.5,DT,2
Waterloo & City,100,8.15,3.43,11.58,1898,2.5,DT,2
Waterloo & City,101,8.15,2.83,10.98,1898,2.5,DT,2
Waterloo & City,102,8.15,2.05,10.2,1898,2.5,DT,2
Waterloo & City,103,8.15,2.23,10.38,1898,2.5,DT,2
Waterloo & City,104,8.15,1.96,10.11,1898,2.5,DT,2
Waterloo & City,105,8.15,1.42,9.57,1898,2.5,DT,2
