USAF,WBAN,STATION_NAME,CTRY,FIPS,STATE,CALL,LAT,LON,ELEV(.1M),BEGIN,END
656920,99999,BOGUS_LIBERIAN,LI,LI,NA,NA,NA,NA,NA,19841101,19841101
656940,99999,BOGUS_LIBERIAN,LI,LI,NA,NA,NA,NA,NA,19841224,19841224
656990,99999,BOGUS_LIBERIAN,LI,LI,NA,NA,NA,NA,NA,19841102,20040525
659020,99999,NA,NA,NA,NA,NA,NA,NA,NA,19870511,19870511
661040,99999,CABINDA,AN,AO,NA,FNCA,-5550,12183,200,19490104,20130702
661160,99999,NOQUI,AN,AO,NA,NA,-5867,13433,3000,19920902,20090627
661180,99999,NBANZA-KONGO,AN,AO,NA,NA,-6267,14250,5670,19811011,20100928
661200,99999,SOYO_A,AN,AO,NA,NA,-6117,12350,-10,20080501,20091104
661210,99999,MAQUELA_DO_ZOMBO,AN,AO,NA,NA,-6033,15117,9200,19671105,20070111
661300,99999,NZETO_(AMBRIZETE),AN,AO,NA,NA,-7233,12867,170,19630101,20100501
661360,99999,TOTO,AN,AO,NA,NA,-7167,14267,5400,19671105,19750222
661361,99999,NAMIBE,AN,AO,NA,FNMO,-15267,12150,660,20050327,20081028
661362,99999,DUNDO,AN,AO,NA,FNDU,-7400,20817,7470,20050327,20080124
661363,99999,SUMBE,AN,AO,NA,FNSU,-11167,13850,110,20050414,20100127
661365,99999,SOYO,AN,AO,NA,FNSO,-6133,12367,50,20070629,20090319
661400,99999,CARMONA,AN,AO,NA,NA,-7583,15000,8310,19560504,20090901
661420,99999,NEGAGE,AN,AO,NA,NA,-7683,15367,12490,19671105,19751231
661520,99999,DUNDO,AN,AO,NA,NA,-7400,20817,7760,19510613,20090206
661600,99999,LUANDA,AN,AO,NA,FNLU,-8850,13233,740,19490103,20130705
661720,99999,NDALATANDO,AN,AO,NA,NA,-9283,14917,7950,19740429,20091023
661870,99999,CAMAXILO,AN,AO,NA,NA,-8367,18933,11800,19730104,20081023
662100,99999,SUMBE,AN,AO,NA,NA,-11200,13850,100,20050704,20070710
662150,99999,MALANGE,AN,AO,NA,NA,-9550,16367,11420,19490930,20120608
662230,99999,MBANZA_CONGO,AN,AO,NA,FNBC,-6267,14250,5670,20070629,20100906
662260,99999,SAURIMO_-HENRIQUE_D,AN,AO,NA,FNSA,-9650,20400,10920,19520616,20100906
662400,99999,PORTO_AMBOIM,AN,AO,NA,NA,-10700,13750,50,19521013,20090826
662600,99999,SUMBE,AN,AO,NA,NA,-11200,13850,100,19850701,20100305
662700,99999,WAKU_KUNGU_(CELA),AN,AO,NA,NA,-11417,15117,13040,19610101,20021104
662850,99999,LUENA_(LUSO),AN,AO,NA,FNUE,-11783,19917,13290,19490103,20130622
662960,99999,CAZOMBO,AN,AO,NA,NA,-11867,22900,11260,19680805,20031101
663050,99999,LOBITO,AN,AO,NA,NA,-12367,13533,30,19490103,19751014
663100,99999,MONBACA_(BENGUELA),AN,AO,NA,FNBG,-12583,13417,360,19730101,20130702
663180,99999,HUAMBO_-NOVA_LISBOA,AN,AO,NA,FNHU,-12800,15750,17030,19490103,20130702
663250,99999,BIE_(SILVA_PORTO),AN,AO,NA,NA,-12383,16950,16990,19520805,20100322
663900,99999,LUBANGO_-SA_DA_BAND,AN,AO,NA,FNUB,-14933,13567,17610,19490103,20130606
664100,99999,MENONGUE_-SERPA_PIN,AN,AO,NA,NA,-14650,17683,13430,19530616,20070606
664220,99999,MOCAMEDES,AN,AO,NA,NA,-15200,12150,450,19490103,20090901
664470,99999,MAVINGA,AN,AO,NA,NA,-15833,20350,10880,19530616,19751004
664500,99999,BAIA_DOS_TIGRES,AN,AO,NA,NA,-16600,11717,10,19730101,20050718
664600,99999,PEREIRA_DE_ECA,AN,AO,NA,NA,-17083,15733,11090,19740419,20130702
664850,99999,ROCADAS,AN,AO,NA,NA,-16717,15000,10990,19610401,19750906
670010,99999,MORONI_AIRPORT_-GRA,IC,CN,NA,NA,-11700,43233,60,19730101,20020509
670020,99999,HAHAYA_INT._AIRPORT,IC,CN,NA,FMCH,-11533,43267,290,19811101,20130705
670030,99999,BOGUS_COMOROS,IC,CN,NA,NA,NA,NA,NA,19880601,20031007
670040,99999,OUANI_(ANJOUAN),IC,CN,NA,FMCV,-12117,44433,120,19730101,20130705
670050,99999,DZAOUDZI-PAMANZI_-M,IC,MF,NA,FMCZ,-12800,45283,70,19490101,20130705
670090,99999,ANTSIRANANA,MG,MA,NA,FMNA,-12350,49300,1050,19490101,20130705
670120,99999,FASCENE_(NOSSI-BE),MG,MA,NA,FMNN,-13317,48317,90,19730101,20130705
670170,99999,VOHEMAR,MG,MA,NA,FMNV,-13367,50000,50,19730102,20081024
670190,99999,ANALALAVA,MG,MA,NA,FMNL,-14633,47767,570,19730102,20120113
670200,99999,ANTSOHIHY,MG,MA,NA,NA,-14883,47983,230,19730102,20130705
670220,99999,ANDAPA,MG,MA,NA,FMND,-14650,49617,4740,19730102,20070910
670230,99999,SAMBAVA,MG,MA,NA,FMNS,-14283,50167,50,19730102,20130705
670250,99999,ANTALAHA,MG,MA,NA,FMNH,-14883,50250,880,19730101,20130705
670270,99999,MAHAJANGA,MG,MA,NA,FMNM,-15667,46350,180,19490101,20130705
670290,99999,BOGUS_MADAGASCAR,MG,MA,NA,NA,NA,NA,NA,19890103,20040729
670350,99999,NA,NA,NA,NA,NA,NA,NA,NA,19730102,19730330
670370,99999,BESALAMPY,MG,MA,NA,FMNQ,-16750,44483,360,19730101,20130705
670450,99999,MAEVATANANA,MG,MA,NA,NA,-16950,46833,790,19730101,20081024
670490,99999,BOGUS_MADAGASCAR,MG,MA,NA,NA,NA,NA,NA,19890101,20040830
670560,99999,AMBATOMAINTY,MG,MA,NA,NA,-17683,45167,4300,20041228,20041228
670650,99999,NA,NA,NA,NA,NA,NA,NA,NA,19730102,19730328
670670,99999,AMBOHITSILAOZANA,MG,MA,NA,NA,-17633,48500,7800,19890101,20130705
670720,99999,SAINTE-MARIE_AERODR,MG,MA,NA,FMMS,-17083,49817,30,19730101,20130705
670730,99999,MAINTIRANO,MG,MA,NA,FMMO,-18050,44033,230,19730101,20130705
670735,99999,TAMBOHORANO_AIRPORT,MG,MA,NA,FMMU,-17483,43967,70,20120811,20121101
670736,99999,SOALALA_AIRPORT,MG,MA,NA,FMNO,-16082,45367,430,20121223,20130406
670830,99999,ANTANANARIVO-IVATO,MG,MA,NA,FMMI,-18800,47483,12760,19730101,20130705
670850,99999,TANANARIVE_-S_C_M,MA,MP,NA,NA,-17100,67533,13097,19520801,20130705
670950,99999,TOAMASINA,MG,MA,NA,FMMT,-18117,49400,60,19490101,20130705
671070,99999,ANTSIRABE,MG,MA,NA,FMME,-19817,47067,15320,19730315,20130705
671090,99999,ARIVONIMAMO,MG,MA,NA,FMMA,-19033,47167,14500,19730101,19840615
671091,99999,NA,NA,NA,NA,NA,NA,NA,NA,20070226,20101130
671130,99999,MAHANORO,MG,MA,NA,FMMH,-19833,48800,50,19730101,20130619
671131,99999,MIANDRIVAZO,MG,MA,NA,FMMN,-19550,45450,620,20050515,20130128
671170,99999,MORONDAVA,MG,MA,NA,FMMV,-20283,44317,80,19730101,20130212
671280,99999,ST_DENIS_REUNION-GILLOT,RE,RE,NA,NA,-19467,55483,110,19521106,19531231
671290,99999,ST_DENIS_LA_REUNION_I,RE,RE,NA,NA,-26467,59450,119,19490101,19521112
671300,99999,ST_DENIS_LA_REUNION_I,RE,RE,NA,NA,-19133,55433,3981,19490930,19511202
671310,99999,MOROMBE,MG,MA,NA,FMSR,-21750,43367,40,19730101,20130705
671350,99999,BEROROHA,MG,MA,NA,NA,-21667,45167,5300,20070127,20100302
671370,99999,FIANARANTSOA,MG,MA,NA,FMSF,-21450,47100,11090,19730101,20130705
671430,99999,MANANJARY,MG,MA,NA,FMSM,-21200,48367,60,19730101,20130705
671500,99999,EUROPA_IS,MA,MP,NA,NA,-21667,40350,70,19500128,19531231
671520,99999,RANOHIRA,MG,MA,NA,FMSO,-22550,45400,8240,19730101,20130705
671570,99999,FARAFANGANA,MG,MA,NA,FMSG,-22800,47833,60,19730101,20130705
671610,99999,TOLIARA,MG,MA,NA,FMST,-23383,43733,80,19730101,20130704
671940,99999,FAUX-CAP,MG,MA,NA,NA,-25550,45533,220,19730101,19940901
671970,99999,TAOLAGNARO,MG,MA,NA,FMSD,-25033,46950,90,19490101,20130705
671980,99999,NOUVELLE_AMSTERDAM_IS,FR,FR,NA,NA,-36167,77567,283,19500201,19531231
671990,99999,KERGUELEN_IS,FR,FR,NA,NA,-48667,70167,119,19510109,19531231
672050,99999,MOCIMBOA_DA_PRAIA,MZ,MZ,NA,FQMP,-11350,40367,290,19730101,20130704
672150,99999,PEMBA,MZ,MZ,NA,FQPB,-12983,40533,500,19730101,20130705
672170,99999,LICHINGA,MZ,MZ,NA,FQLC,-13300,35233,13650,19730101,20130704
672210,99999,MARRUPA,MZ,MZ,NA,FQMR,-13733,37550,8380,19730103,20130319
672230,99999,MONTEPUEZ,MZ,MZ,NA,NA,-13133,39033,5350,19730101,20130703
672250,99999,FURANCUNGO,MZ,MZ,NA,NA,-14917,33617,12620,19730101,20050430
672290,99999,ULONGUE,MZ,MZ,NA,FQUG,-14733,34350,13110,19800303,20111213
672310,99999,CUAMBA,MZ,MZ,NA,FQCB,-14833,36517,6070,19730103,20130703
672370,99999,NAMPULA,MZ,MZ,NA,FQNP,-15100,39283,4410,19730101,20130705
672410,99999,LUMBO,MZ,MZ,NA,FQLU,-15033,40667,110,19490103,20130705
672430,99999,ZUMBO,MZ,MZ,NA,NA,-15617,30433,3400,19730215,20130705
672500,99999,SONGO,MZ,MZ,NA,FQSG,-15600,32767,8820,19760819,20111129
672610,99999,TETE,MZ,MZ,NA,FQTE,-16183,33583,1500,19730101,20130331
672614,99999,TETE_CHINGODZI,MZ,MZ,NA,FQTT,-16100,33633,1600,19990703,20130402
672730,99999,ANGOCHE,MZ,MZ,NA,NA,-16216,39900,620,19730101,20130705
672790,99999,MUTARARA,MZ,MZ,NA,NA,-17367,35033,890,19730108,20020713
672800,99999,CAIA,MZ,MZ,NA,NA,-17833,35333,450,19830701,20130705
672830,99999,QUELIMANE,MZ,MZ,NA,FQQL,-17883,36883,160,19490103,20130705
672850,99999,PEBANE,MZ,MZ,NA,NA,-17267,38150,260,19730101,20120317
672950,99999,CHIMOIO,MZ,MZ,NA,FQCH,-19117,33467,7320,19730101,20130705
672970,99999,BEIRA,MZ,MZ,NA,FQBR,-19800,34900,160,19490103,20130705
673050,99999,MASSANGENA,MZ,MZ,NA,NA,-21550,32967,1360,19730101,19790401
673080,99999,CHICUALACUALA,MZ,MZ,NA,NA,-22083,31683,4530,19730101,20090913
673090,99999,DINDIZA-GAZA,MZ,MZ,NA,NA,-22083,33367,1020,20071124,20110531
673150,99999,VILANCULOS,MZ,MZ,NA,FQVL,-22000,35317,210,19730101,20130705
673230,99999,INHAMBANE,MZ,MZ,NA,FQIN,-23867,35383,150,19490103,20130705
673270,99999,PANDA-INHAMBANE,MZ,MZ,NA,NA,-24050,34050,1500,20071016,20130705
673310,99999,MAPULANGUENE-MAPUTO,MZ,MZ,NA,NA,-24483,32083,1510,20071123,20130507
673350,99999,XAI_XAI,MZ,MZ,NA,FQXA,-25050,33633,50,19730101,20130705
673390,99999,LOURENCO_MARQUES,MZ,MZ,NA,NA,-24033,32600,591,19490101,20120720
673410,99999,MAPUTO-MAVALANE,MZ,MZ,NA,FQMA,-25917,32567,440,19730101,20130705
673460,99999,CHANGALANE,MZ,MZ,NA,NA,-26283,32183,1040,19800301,20130705
674030,99999,KAWAMBWA,ZB,ZA,NA,FLKB,-9800,29083,13240,19730115,20130705
674035,99999,LWELA,ZB,ZA,NA,FLLL,-11717,29117,10850,20100607,20100705
674130,99999,MBALA,ZB,ZA,NA,FLBA,-8850,31333,16730,19730101,20130621
674210,99999,CHITIPA,MW,MI,NA,FWCT,-9700,33267,12780,19730102,20130702
674230,99999,KARONGA,MW,MI,NA,FWKA,-9950,33883,5290,19730102,20130705
674240,99999,BOLERO,MW,MI,NA,NA,-10967,33733,11000,19850506,20130630
674410,99999,MWINILUNGA,ZB,ZA,NA,FLMW,-11750,24433,13630,19730101,20130705
674420,99999,MFUWE,ZB,ZA,NA,FLMF,-13267,31933,5650,20040817,20130622
674610,99999,MANSA,ZB,ZA,NA,FLMA,-11100,28850,13840,19730101,20130703
674690,99999,SAMYA,ZB,ZA,NA,NA,-11367,29900,11710,19730102,20120614
674750,99999,KASAMA,ZB,ZA,NA,FLKS,-10217,31133,13840,19490101,20130705
674760,99999,MISAMFU,ZB,ZA,NA,NA,-10100,31250,15360,19900903,20130628
674770,99999,MPIKA,ZB,ZA,NA,FLMP,-11900,31433,14020,19730101,20130705
674810,99999,ISOKA,ZB,ZA,NA,FLIK,-10117,32633,13600,19850102,20130704
674850,99999,MZIMBA,MW,MI,NA,FWMZ,-11883,33617,13510,19730103,20130705
674890,99999,MZUZU,MW,MI,NA,FWUU,-11450,34017,12530,19730101,20130705
674930,99999,NKHATA_BAY,MW,MI,NA,NA,-11600,34300,5000,19730621,20130703
675310,99999,ZAMBEZI,ZB,ZA,NA,FLZB,-13533,23117,10780,19730101,20130705
675410,99999,KASEMPA,ZB,ZA,NA,FLPA,-13533,25850,12340,19730101,20130628
675430,99999,KABOMPO,ZB,ZA,NA,NA,-13600,24200,10750,19761201,20050427
675510,99999,SOLWEZI,ZB,ZA,NA,FLSW,-12183,26383,13860,19730105,20130628
675610,99999,NDOLA,ZB,ZA,NA,FLND,-13000,28650,12700,19490101,20130705
675630,99999,KAFIRONDA,ZB,ZA,NA,NA,-12600,28117,12430,19730104,20130705
675705,99999,KAKUMBI,ZB,ZA,NA,FLKK,-13067,31763,5390,20130411,20130705
675710,99999,SERENJE,ZB,ZA,NA,FLSE,-13233,30217,13840,19730101,20130705
675750,99999,MKUSHI,ZB,ZA,NA,NA,-13633,29433,12370,19940603,20130705
675800,99999,MSEKERA,ZB,ZA,NA,NA,-13650,32567,10250,20011028,20130705
675810,99999,CHIPATA,ZB,ZA,NA,FLCP,-13550,32583,10320,19490101,20130705
675820,99999,BOGUS_ZAMBIA,ZB,ZA,NA,NA,NA,NA,NA,19900103,20030212
675830,99999,LUNDAZI,ZB,ZA,NA,FLLD,-12283,33200,11430,19730401,20130705
675840,99999,KASUNGU,MW,MI,NA,NA,-13017,33467,10150,19840503,20130703
675850,99999,CHITEDZE,MW,MI,NA,NA,-13983,33633,11490,19821101,20130701
675860,99999,LILONGWE_INTL_AIRPO,MW,MI,NA,FWLI,-13783,33767,12290,19820501,20130705
675870,99999,LILONGWE-AIRPORT,MW,MI,NA,NA,-13983,33783,10670,19730101,20100407
675880,99999,N.R.C.,MW,MI,NA,NA,-14167,33667,11000,19880203,20100314
675890,99999,DWANGWA,MW,MI,NA,FWDW,-12483,34083,4890,19730106,20100930
675910,99999,NKHOTA_KOTA,MW,MI,NA,FWKK,-12917,34267,5000,19730620,20130703
675970,99999,SALIMA,MW,MI,NA,FWSM,-13750,34583,5130,19730102,20130705
675990,99999,MFUWE,ZB,ZA,NA,NA,-13267,31933,5700,19881103,20130705
676250,99999,KALABO,ZB,ZA,NA,NA,-14850,22700,0,20080208,20130612
676330,99999,MONGU,ZB,ZA,NA,FLMG,-15250,23150,10530,19490102,20130704
676410,99999,KAOMA,ZB,ZA,NA,FLKO,-14800,24800,12130,19730101,20130705
676550,99999,MUMBWA,ZB,ZA,NA,NA,-15067,27183,12180,19810603,20130625
676590,99999,KAFUE_POLDER,ZB,ZA,NA,NA,-15767,27917,9780,19730103,20111103
676610,99999,LUSAKA_CITY,ZB,ZA,NA,FLLC,-15417,28333,12800,19490101,20031110
676620,99999,KABWE_AGRIC,ZB,ZA,NA,NA,-14400,28500,11650,19900901,20061110
676630,99999,KABWE,ZB,ZA,NA,FLKW,-14450,28467,12070,19730101,20130705
676650,99999,LUSAKA_INTERNATIONA,ZB,ZA,NA,FLLS,-15317,28450,11540,19730101,20130705
676660,99999,LUSAKA_CITY_AIRPORT,ZB,ZA,NA,FLLC,-15417,28467,12800,19880303,20130705
676670,99999,MOUNT_MAKULU,ZB,ZA,NA,NA,-15550,28250,12130,19730102,20130628
676730,99999,PETAUKE,ZB,ZA,NA,FLPE,-14250,31283,10360,19730103,20130705
676870,99999,CHICHIRI,MW,MI,NA,NA,-15783,35033,11410,19730201,20130628
676890,99999,DEDZA,MW,MI,NA,FWDZ,-14317,34267,16320,19730720,20130701
676900,99999,MONKEY_BAY,MW,MI,NA,FWMY,-14083,34917,4740,19821001,20130705
676920,99999,MAKOKA,MW,MI,NA,NA,-15517,35217,10280,19730302,20130705
676930,99999,CHILEKA,MW,MI,NA,FWCL,-15683,34967,7670,19490101,20130705
676950,99999,MANGOCHI,MW,MI,NA,FWMG,-14433,35250,4850,19730102,20130705
676960,99999,CHIKWEO,MW,MI,NA,NA,-14750,35667,7170,19890901,20010607
676990,99999,MIMOSA,MW,MI,NA,NA,-16082,35583,6530,19730201,20130704
677310,99999,SENANGA,ZB,ZA,NA,FLSN,-16100,23267,10270,19851201,20130628
677410,99999,SESHEKE,ZB,ZA,NA,FLSS,-17467,24300,9510,19730101,20130510
677430,99999,LIVINGSTONE,ZB,ZA,NA,FLLI,-17817,25817,9860,19490101,20130705
677510,99999,MAGOYE,ZB,ZA,NA,NA,-16000,27600,10180,19900211,20130705
677530,99999,CHOMA,ZB,ZA,NA,FLCH,-16833,27067,12780,19730101,20130705
677550,99999,BINGA,ZW,ZI,NA,FVBI,-17617,27333,6170,19620701,20130705
677610,99999,KARIBA,ZW,ZI,NA,FVKB,-16517,28883,5180,19620701,20130705
677650,99999,KAROI,ZW,ZI,NA,FVKA,-16833,29617,13440,19620701,20130705
677670,99999,KANYEMBA,ZW,ZI,NA,NA,-15633,30417,3290,19881101,20130704
677710,99999,CHINHOYI,ZW,ZI,NA,NA,-17367,30200,11400,19620701,20130705
677730,99999,GURUVE,ZW,ZI,NA,NA,-16650,30700,11800,19750816,20130705
677740,99999,HARARE_(BELVEDERE),ZW,ZI,NA,NA,-17833,31017,14720,19831008,20130511
677750,99999,HARARE_(KUTSAGA),ZW,ZI,NA,FVHA,-17917,31133,14800,19490101,20130705
677790,99999,MOUNT_DARWIN,ZW,ZI,NA,NA,-16783,31583,9660,19620701,20130705
677810,99999,MUTOKO,ZW,ZI,NA,FVMT,-17417,32217,12440,19620701,20130705
677850,99999,HERNDERSON,ZW,ZI,NA,NA,-17583,30967,12900,19870312,20130705
677890,99999,MVURWI,ZW,ZI,NA,NA,-17033,30850,14800,19620701,20130705
677910,99999,BVUMBWE,MW,MI,NA,NA,-15917,35067,11460,19730302,20130705
677930,99999,THYOLO,MW,MI,NA,NA,-16149,35217,8200,19730201,20030508
677960,99999,NGABU,MW,MI,NA,NA,-16500,34950,1020,19730102,20130701
677970,99999,MAKANGA,MW,MI,NA,NA,-16517,35150,580,19730115,20070612
678430,99999,VICTORIA_FALLS,ZW,ZI,NA,FVFA,-18100,25850,10620,19730101,20130705
678530,99999,HWANGE_NATIONAL_PAR,ZW,ZI,NA,FVWN,-18633,27000,10770,19620701,20130705
678550,99999,LUPAKI,ZA,SF,NA,NA,-17050,24767,9997,19620701,20130705
678570,99999,ZIKAMANUS,ZW,ZI,NA,NA,-18200,27960,10100,19620701,20130705
678610,99999,GOKWE,ZW,ZI,NA,FVGO,-18217,28933,12820,19620701,20130705
678630,99999,NKAYI,ZW,ZI,NA,NA,-19000,28900,11310,19620701,20130705
678650,99999,KWEKWE,ZW,ZI,NA,NA,-18933,29833,12150,19620701,20130705
678670,99999,GWERU,ZW,ZI,NA,FVTL,-19450,29850,14290,19620701,20130705
678690,99999,KADOMA,ZW,ZI,NA,NA,-18317,29883,11570,19620701,20130705
678710,99999,CHIVHU,ZW,ZI,NA,NA,-19033,30883,14590,19620701,20130705
678730,99999,NA,NA,NA,NA,NA,NA,NA,NA,19870519,19870519
678750,99999,BUHERA,ZW,ZI,NA,NA,-19317,31433,11900,19870312,20130703
678770,99999,GRASSLANDS,ZW,ZI,NA,NA,-18183,31467,16320,19620701,20130705
678810,99999,RUSAPE,ZW,ZI,NA,FVRU,-18533,32133,14300,19620701,20130705
678813,99999,MARONDERA_________&,ZW,ZI,NA,FVMA,-18183,31467,16370,19881223,19890911
678850,99999,MUTARE-GRAND_REEF,ZW,ZI,NA,NA,-18983,32450,10190,19620701,20050803
678890,99999,WYANGA,ZW,ZI,NA,NA,-18283,32750,18800,19620701,20130705
678910,99999,MHONDORO,ZW,ZI,NA,NA,-19317,30600,12600,19870314,20130705
678950,99999,MUKANDI,ZW,ZI,NA,NA,-18717,32850,12700,19841001,20130705
678970,99999,CHISENGU,ZW,ZI,NA,NA,-19883,32883,14800,19730315,20130705
678990,99999,WEDZA,ZW,ZI,NA,NA,-18617,31567,13800,19730102,20130705
679510,99999,PLUMTREE,ZW,ZI,NA,NA,-20483,27800,13900,19620701,20130705
679610,99999,KEZI,ZW,ZI,NA,NA,-20917,28450,10200,19730102,20130705
679630,99999,MATOPOS,ZW,ZI,NA,NA,-20383,28500,13500,19870401,20130703
679640,99999,BULAWAYO_-GOETZ_OBS,ZW,ZI,NA,NA,-20150,28617,13440,19620701,20130705
679650,99999,BULAWAYO_AIRPORT,ZW,ZI,NA,FVBU,-20017,28617,13260,19490101,20130705
679670,99999,TULI,ZW,ZI,NA,NA,-21383,28983,7700,19870314,20100825
679690,99999,WEST_NICHOLSON,ZW,ZI,NA,NA,-21050,29367,8610,19620701,20130705
679710,99999,ZVISHAVANE,ZW,ZI,NA,NA,-20317,30067,9800,19620701,20130705
679740,99999,MAKOHOLI,ZW,ZI,NA,NA,-19833,30783,-99999,19910719,20050831
679750,99999,MASVINGO,ZW,ZI,NA,FVMV,-20067,30867,10950,19620701,20130705
679760,99999,RUPIKE,ZW,ZI,NA,NA,-20550,31083,7000,20010916,20130705
679770,99999,BUFFALO_RANGE,ZW,ZI,NA,FVCZ,-21017,31583,4300,19651201,20130705
679790,99999,ZAKA,ZW,ZI,NA,NA,-20333,31467,7700,19870307,20130705
679830,99999,CHIPINGE,ZW,ZI,NA,FVCH,-20200,32616,11320,19490103,20130705
679890,99999,SABI_VALLEY,ZA,SF,NA,NA,-19583,32317,4420,19620701,19680630
679900,99999,BOGUS_ZIMBABWEAN,ZW,ZI,NA,NA,NA,NA,NA,19851116,20041112
679910,99999,BEITBRIDGE,ZW,ZI,NA,FVBB,-22217,30000,4570,19620701,20130705
679950,99999,BOGUS_ZIMBABWEAN,ZW,ZI,NA,NA,NA,NA,NA,19870314,20041113
680010,99999,MPACHA_AIRPORT,NM,WA,NA,NA,-17633,24183,9850,20071229,20120402
680015,99999,MPACHA_(CIV-MIL),NM,WA,NA,FAMP,-17633,24183,9850,19880106,19900515
680020,99999,WINDHOEK_EROS,NM,WA,NA,FYWE,-22617,17083,16990,19730620,20130705
680021,99999,OPUWA,NM,WA,NA,FYOP,-18061,13850,11490,20120302,20120402
680022,99999,HENTIES_BAY,NM,WA,NA,FYHN,-22117,14283,30,20090311,20120711
680023,99999,KHORIXAS,NM,WA,NA,FYKX,-20367,14967,10260,20090311,20120711
680025,99999,KATIMA_MULILO,NM,WA,NA,FYKM,-17633,24183,9580,20090213,20130705
680026,99999,ORANJEMUND,NM,WA,NA,FYOG,-28583,16450,40,20091104,20120330
680027,99999,AUS,NM,WA,NA,FYAS,-26667,16292,4600,20091104,20120718
680029,99999,TSUMKWE,NM,WA,NA,FYTK,-19583,20533,3510,20091104,20120718
680031,99999,TERRACE_BAY,NM,WA,NA,FYTE,-19983,13000,50,20091104,20120718
680032,99999,OTJINENE,NM,WA,NA,FYTN,-21133,18767,4430,20091104,20120718
680035,99999,ARANOS,NM,WA,NA,FYAN,-24167,19167,11890,20080721,20120718
680040,99999,OTJIWARONGO,NM,WA,NA,FYOW,-20450,16633,14550,19730102,20130422
680045,99999,EENHANA,NM,WA,NA,FYEN,-17483,19317,11160,20080722,20120717
680055,99999,TSUMEB,NM,WA,NA,FYTM,-19267,17733,13270,20080721,20120706
680060,99999,ONDANGWA,NM,WA,NA,NA,-17933,15983,11000,19730118,20130705
680065,99999,OOTMOED,NM,WA,NA,FYOT,-24017,19733,12000,20090701,20120718
680066,99999,NOORDOEWER,NM,WA,NA,FYND,-28750,17617,1500,20100706,20120713
680067,99999,MALTAHOHE,NM,WA,NA,FYMH,-24770,16978,13660,20120302,20120718
680068,99999,OSHAKATI,NM,WA,NA,FYOS,-17797,15699,10970,20120302,20120709
680069,99999,BAGANI,NM,WA,NA,FYBG,-18117,21622,10110,20120302,20120713
680071,99999,OKAHAO,NM,WA,NA,FYOH,-17884,15067,10970,20120302,20120713
680072,99999,AROAB,NM,WA,NA,FYAB,-26783,19633,9870,20120302,20120717
680075,99999,OKAKARARA,NM,WA,NA,FYOK,-20603,17468,13500,20100422,20120718
680100,99999,OKAUKUEJO,NM,WA,NA,FYOO,-19150,15912,11000,19740603,20130624
680120,99999,TSUMEB_-_PRIVATE,NM,WA,NA,NA,-19267,17733,13270,19490105,20120718
680130,99999,ONDANGWA,NM,WA,NA,FYOA,-17883,15950,10970,20040831,20130705
