USAF,WBAN,STATION_NAME,CTRY,FIPS,STATE,CALL,LAT,LON,ELEV(.1M),BEGIN,END
369740,99999,NARYN,RA,KG,NA,NA,41433,76000,20410,19370102,20130705
369820,99999,TIAN-SHAN,RA,KG,NA,NA,41883,78233,36390,19590101,20130705
369830,99999,DARHAN,RA,KG,NA,NA,42317,77900,17000,19600102,20000107
369850,99999,KARAKOLKA,RA,KG,NA,NA,41483,77400,30800,19600102,19981226
369940,99999,AK-SYJRAK,RA,KG,NA,NA,41817,78733,35400,19591101,19981008
370000,99999,NOVOROSSIJSK,RS,RS,NA,NA,44717,37767,300,19320101,19891110
370008,99999,DOMODEDOVO,RS,RS,NA,UUDD,55400,37900,1790,19990114,20130705
370010,99999,ANAPA,RS,RS,NA,URKA,44883,37283,320,19590101,20130705
370040,99999,GELENDZHIK,RS,RS,NA,NA,44567,38083,270,19590101,20091128
370060,99999,NOVOROSSIJSK,RS,RS,NA,NA,44717,37843,30,19871202,20091128
370090,99999,DZHUGBA,RS,RS,NA,NA,44333,38717,230,19590101,20040915
370110,99999,TUAPSE,NA,RS,NA,NA,44100,39067,410,NA,NA
370130,99999,BELORECENSK,RS,RS,NA,NA,44750,39900,1370,19590101,19630822
370140,99999,GORJACIJ_KLJUC,RS,RS,NA,NA,44633,39100,620,19610908,20040602
370170,99999,GORNYIJ,RS,RS,NA,NA,44283,39267,3230,19610907,20050915
370180,99999,TUAPSE,RS,RS,NA,NA,44100,39067,410,19360101,20130703
370210,99999,MAJKOP,RS,RS,NA,NA,44617,40083,2200,19611005,20130404
370260,99999,LABINSK,RS,RS,NA,NA,44633,40733,2630,19730101,19841028
370310,99999,ARMAVIR,RS,RS,NA,NA,44983,41117,1590,19320101,20130614
370360,99999,NEVINNOMYSSK,RS,RS,NA,NA,44633,41967,3430,19480102,20130420
370440,99999,KIAN,RS,RS,NA,NA,44567,42217,4400,19610912,19801124
370450,99999,KURSAVKA,RS,RS,NA,NA,44450,42483,4100,19610907,19631021
370470,99999,CHERKESSK,RS,RS,NA,NA,44217,42067,5250,19590101,19950530
370500,99999,PJATIGORSK,RS,RS,NA,NA,44050,43033,5380,19320101,20031223
370540,99999,MINERALNYE_VODY,RS,RS,NA,URMM,44233,43067,3160,19550101,20130705
370550,99999,MINERAL_NYE_VODY,NA,RS,NA,NA,44233,43067,3160,NA,NA
370580,99999,GEORGIEVSK,RS,RS,NA,NA,44150,43467,3020,19590101,20130403
370610,99999,BUDENNOVSK,RS,RS,NA,NA,44783,44133,1360,19480101,20130404
370660,99999,ACHIKULAK,RS,RS,NA,NA,44550,44833,690,19590101,19840820
370750,99999,BAZHIGAN,RS,RS,NA,NA,44550,45683,160,19590206,20070515
370790,99999,TEREKLI-MEKTEB,RS,RS,NA,NA,44167,45883,190,19590101,19950528
370820,99999,ARTEZIAN,RS,RS,NA,NA,44917,46650,-200,19611021,19800927
370850,99999,KOCUBEJ,RS,RS,NA,NA,44400,46550,-210,19590101,20130405
370890,99999,OSTROV_TJULENIJ,RS,RS,NA,NA,44467,47483,-230,19791101,20070515
370990,99999,SOTCHI,RS,RS,NA,NA,43583,39767,340,19320101,19631230
371070,99999,KRASNAYA_POLYANA,NA,RS,AL,NA,43683,40200,5680,20090325,20130705
371160,99999,KARATCHAEVSK,RS,RS,NA,NA,43783,41900,8620,19590101,19940831
371260,99999,SHADZHATMAZ,NA,RS,AL,NA,43733,42667,20560,20070227,20130613
371440,99999,PROHLADNAYA,NA,RS,NA,NA,43750,44050,2000,20120926,20130625
371450,99999,MOZDOK,RS,RS,NA,NA,43733,44667,1360,19480102,20010926
371630,99999,KIZLJAR,RS,RS,NA,NA,43833,46717,-50,19590101,20130415
371690,99999,BABAYURT,RS,RS,NA,NA,43600,46767,-30,19590101,19950809
371710,99999,SOCHI_(ADLER),RS,RS,NA,URSS,43433,39900,130,19590101,20130705
371750,99999,GAGRSKIY,RS,GG,NA,NA,43383,40283,16440,19590101,19950915
371770,99999,GAGBY,RS,GG,NA,NA,43250,40267,70,19590103,20001217
371775,99999,KOPITNARI,NA,GG,NA,UGKO,42183,42483,680,20050524,20130705
371780,99999,PICUNDA,RS,GG,NA,NA,43200,40350,40,19800304,20010220
371870,99999,GUDAUTA_(BAY),RS,GG,NA,NA,43100,40633,110,19610116,19940515
371890,99999,SUKHUMI_(POINT),RS,GG,NA,NA,43017,41017,370,19590101,20011102
371930,99999,TEBERDA,RS,RS,NA,NA,43450,41733,13250,19360101,20130402
371960,99999,ZEMO-AZHARA,RS,GG,NA,NA,43100,41733,9520,19590101,19950531
372090,99999,VERKHNAYA_BALKARIYA,RS,GG,NA,NA,43050,42717,14410,19590101,19940712
372120,99999,NALCIK,RS,RS,NA,URMN,43533,43633,4250,19480101,20130705
372180,99999,NAZRAN_,NA,RS,NA,NA,43150,44850,6650,20120926,20130705
372280,99999,VLADIKAVKAZ,RS,RS,NA,URMO,43033,44683,7030,19320101,20130705
372350,99999,GROZNYJ,RS,RS,NA,NA,43250,45717,1630,19480101,20130604
372440,99999,GUDERMES,RS,RS,NA,NA,43350,46117,750,19610912,20130614
372480,99999,HASAVJURT,RS,RS,NA,NA,43250,46583,1170,19590101,20130409
372590,99999,MAHACHKALA,NA,RS,NA,NA,43017,47483,190,NA,NA
372600,99999,SUHUMI,RS,GG,NA,NA,42867,41133,130,19320101,19951012
372670,99999,OCEMCIRI,RS,GG,NA,NA,42700,41467,50,19590101,19980420
372720,99999,TKVARCHELI,RS,GG,NA,NA,42833,41667,2660,19730101,19950911
372780,99999,GALI,RS,GG,NA,NA,42633,41700,630,19590101,19941116
372790,99999,ZUGDIDI,RS,GG,NA,NA,42500,41883,1170,19590101,20130705
372860,99999,LEBARDE,RS,GG,NA,NA,42733,42483,16100,19590101,19930418
372950,99999,LENTEKHI,RS,GG,NA,NA,42767,42717,7310,19841102,19940216
372980,99999,TSAGERI,RS,GG,NA,NA,42617,42700,4740,19590101,20031231
373080,99999,AMBROLAURI,RS,GG,NA,NA,42517,43133,5440,19690218,20130705
373090,99999,ONI,RS,GG,NA,NA,42583,43450,7890,19590101,19931015
373160,99999,NIZHNIY-ZARAMAG,RS,RS,NA,NA,42700,43967,17300,19590101,19931022
373340,99999,KAZBEK_MOUNTAIN,RS,GG,NA,NA,42700,44517,50330,19590101,20021208
373670,99999,BOTLIH,RS,RS,NA,NA,42683,46200,9800,19591012,19820627
373710,99999,ANAKLIYA,RS,GG,NA,NA,42400,41567,NA,19590101,19601216
373720,99999,KHOBI,RS,GG,NA,NA,42317,41883,290,19590101,19810731
373750,99999,KHOBI,RS,GG,NA,NA,42317,41883,NA,19590102,19630728
373790,99999,POTI,RS,GG,NA,NA,42117,41700,10,19320102,20130204
373800,99999,SENAKI,RS,GG,NA,NA,42250,42050,340,19590101,20040329
373850,99999,SAMTREDIA,RS,GG,NA,NA,42183,42367,260,19590101,19981008
373860,99999,CULUKIDZE,RS,GG,NA,NA,42300,42417,1140,19590101,19920628
373880,99999,LANCHKHUTI,RS,GG,NA,NA,42083,42000,200,19890702,20020919
373900,99999,ORPIRI,RS,GG,NA,NA,42333,42817,1750,19590101,19951113
373910,99999,KVEDA-GORDI,RS,GG,NA,NA,42433,42533,5400,19800302,20010815
373930,99999,TKIBULI,RS,GG,NA,NA,42333,42983,5410,19590101,19961215
373950,99999,KUTAISI,RS,GG,NA,NA,42267,42633,1160,19361231,20130705
374030,99999,SACHKHERE,RS,GG,NA,NA,42350,43400,4550,19590101,20020520
374040,99999,CHIATURA,RS,GG,NA,NA,42317,43300,1490,19590102,20070823
374090,99999,SAKARA,RS,GG,NA,NA,42133,43033,1480,19590101,20130705
374160,99999,CHINVALY,RS,GG,NA,NA,42233,43983,8710,19590101,20020208
374170,99999,KHASHURI,RS,GG,NA,NA,42000,43600,6900,19590101,19990218
374200,99999,BOGUS_SOVIET,RS,GG,NA,NA,42050,44150,NA,19590101,19911130
374290,99999,LENINGORI,RS,GG,NA,NA,42117,44483,7600,19730102,20011003
374320,99999,PASANAURI,RS,GG,NA,NA,42350,44700,10640,19360101,20130705
374370,99999,DUSETI,RS,GG,NA,NA,42083,44700,9020,19590101,19951108
374390,99999,TIANETI,RS,GG,NA,NA,42117,44967,10910,19590101,20061021
374480,99999,AKHMETA,RS,GG,NA,NA,42033,45217,5460,19760601,19951117
374520,99999,...,RS,GG,NA,NA,42417,45717,NA,19590815,19591031
374610,99999,SULAK_MOUNTAIN,RS,RS,NA,NA,42400,46233,29230,19590101,19900428
374630,99999,GUNIB,RS,RS,NA,NA,42400,46967,13990,19590101,20130705
374700,99999,DERBENT,RS,RS,NA,NA,42050,48300,-190,19590101,20130705
374710,99999,BUJNAKSK,RS,RS,NA,NA,42817,47117,4730,19600403,20030604
374720,99999,MAHACHKALA,RS,RS,NA,NA,43000,47500,-190,19320101,20130705
374730,99999,IZBERG,RS,RS,NA,NA,42533,47917,-210,19590101,19960410
374750,99999,SERGOKALA,RS,RS,NA,NA,42450,47667,5190,19590101,20110801
374810,99999,KOBULETI,RS,GG,NA,NA,41867,41767,70,19600112,20050326
374830,99999,ANASEULI,RS,GG,NA,NA,41917,41983,1740,19590101,20030124
374840,99999,BATUMI,RS,GG,NA,UGSB,41633,41600,320,19320101,20130705
374920,99999,DABLATSIKHE,RS,GG,NA,NA,41850,42300,2210,19590101,20101011
374960,99999,BOGUS_SOVIET,RS,RS,NA,NA,41650,41633,NA,19550101,19921006
374970,99999,BOGUS_SOVIET,RS,RS,NA,NA,NA,NA,NA,19910501,19911228
374980,99999,KHULO,RS,GG,NA,NA,41633,42300,9460,19590101,20040520
375020,99999,SAYIRME,RS,GG,NA,NA,41917,42750,9100,19590101,19900107
375030,99999,ABASTUMANI,RS,GG,NA,NA,41717,42833,12650,19730101,19930701
375060,99999,AHALCIHE,RS,GG,NA,NA,41633,42983,9820,19591106,19951213
375070,99999,ADIGENI,RS,GG,NA,NA,41700,42700,11850,19730101,20030505
375080,99999,VALE,RS,GG,NA,NA,41617,42867,10970,19900402,19920725
375130,99999,TSIPA,RS,GG,NA,NA,42017,43450,6730,19590810,19931022
375140,99999,ASPINDZA,RS,GG,NA,NA,41567,43250,9830,19590915,20130705
375150,99999,BORZOMI,RS,GG,NA,NA,41833,43383,7940,19370101,19961215
375240,99999,BAKURIANI,RS,GG,NA,NA,41717,43517,16650,19591011,19970429
375250,99999,TABATSKURI_(LAKE),RS,GG,NA,NA,41650,43617,19950,19730105,19920507
375310,99999,GORI,RS,GG,NA,NA,41983,44117,5900,19590101,20130705
375330,99999,KASPI,RS,GG,NA,NA,41917,44417,6160,19890604,19960823
375350,99999,MANGLISI,RS,GG,NA,NA,41700,44383,11950,19590101,19951025
375370,99999,TSALKA,RS,GG,NA,NA,41600,44067,14580,19590101,19940704
375390,99999,TETRI-TSKARO,RS,GG,NA,NA,41550,44467,11400,19590101,19940822
375410,99999,MUHRANI,RS,GG,NA,UGMM,41933,44583,5510,19590101,19971221
375450,99999,TBILISI,RS,GG,NA,NA,41700,44750,4030,19320101,20130705
375490,99999,TBILISI-LOCHINI_A,RS,GG,NA,UGGG,41750,44767,4270,19590101,20100316
375491,99999,MESTIA,NA,GG,NA,UGMS,43069,42754,27000,20110207,20130624
375530,99999,TELAVI,RS,GG,NA,NA,41933,45383,5620,19590101,20130705
375560,99999,SAGAREDZO,RS,GG,NA,NA,41733,45333,8060,19590101,20040331
375630,99999,KVARELI,RS,GG,NA,NA,41967,45833,4490,19730101,20040404
375660,99999,GURDZHAANI,RS,GG,NA,NA,41750,45800,4100,19590101,20040404
375690,99999,TSNORI,RS,GG,NA,NA,41617,45967,2940,19590101,20020912
375720,99999,LAGODEHI,RS,GG,NA,NA,41817,46300,4350,19590101,20030704
375750,99999,ZAKATALA,RS,AJ,NA,UBBY,41550,46667,4900,19480101,20130705
375770,99999,CNORIS,RS,GG,NA,NA,41600,46050,2910,19760401,19940510
375780,99999,DANACHY,RS,AJ,NA,NA,41550,46417,2130,19861015,19940907
375790,99999,ALIBAY,NA,AJ,NA,NA,41650,46717,17460,NA,NA
375900,99999,SARIBASH,NA,AJ,NA,NA,41533,47067,17940,NA,NA
375970,99999,KASUMKENT,RS,RS,NA,NA,41667,48050,4770,19591003,19600112
376020,99999,AKHALQALAQI,RS,GG,NA,NA,41400,43467,17160,19590708,20011103
376030,99999,RADIONOVKA,RS,GG,NA,NA,41483,43867,21000,19590101,20031231
376090,99999,ASHOTSK,RS,AM,NA,NA,40950,43783,20150,20060128,20090511
376180,99999,TASHIR,RS,AM,NA,NA,41117,44283,15090,19590101,20020411
376210,99999,BOLNISI,RS,GG,NA,NA,41450,44550,5340,19590101,20130705
376260,99999,BAGRATASHEN,NA,AM,NA,NA,41250,44817,4500,NA,NA
376270,99999,ODZUN,RS,AM,NA,NA,41050,44633,11100,19610207,19790322
376320,99999,GARDABANI,RS,GG,NA,NA,41450,45100,3030,19590101,20020810
376330,99999,UDABNO_(MOUNT),RS,GG,NA,NA,41483,45383,7500,19590101,19941006
376360,99999,JEYRANCHEL,NA,AJ,NA,NA,41300,45467,4210,NA,NA
376370,99999,...,RS,AM,NA,NA,41017,45150,NA,19610705,19610730
376390,99999,AGSTAPHA_AIRPORT,RS,AJ,NA,NA,41133,45417,3330,19550101,20101203
376420,99999,TOVUZ,NA,AJ,NA,NA,41100,43550,3330,NA,NA
376510,99999,SHIRAKI_(STEPPE),RS,GG,NA,NA,41417,46250,8010,19590101,20130705
376610,99999,SHAKI,RS,AJ,NA,NA,41217,47167,6410,19590101,20130705
376630,99999,AHTY,RS,RS,NA,NA,41467,47750,10150,19590101,20130531
376680,99999,OGUZ,RS,AJ,NA,NA,41067,47467,5980,20070226,20070226
376700,99999,NABRAN,NA,AJ,NA,NA,41783,48700,-150,NA,NA
376730,99999,KHACHMAZ_AERODROME,RS,AJ,NA,NA,41417,48883,270,19590101,20111028
376740,99999,GIRIZ,NA,AJ,NA,NA,41217,48233,20710,NA,NA
376750,99999,GUBA,RS,AJ,NA,NA,41367,48517,5520,19590101,20130705
376760,99999,KHINALIG,RS,AJ,NA,NA,41183,48133,23050,20070219,20110219
376770,99999,KHALTAN,RS,AJ,NA,NA,41000,48700,11070,20070226,20070226
376820,99999,AMASIA,RS,AM,NA,NA,40783,43833,18660,19590101,20130705
376830,99999,JABJUR-IN-ARMENIA,RS,RS,NA,NA,40867,43950,17980,19800517,20040603
376860,99999,GUMRI,RS,AM,NA,NA,40783,43833,15120,19480101,19900804
376890,99999,ARTIK,NA,AM,NA,NA,40617,43967,17270,NA,NA
376900,99999,TCAHKAHOVIT,NA,AM,NA,NA,40633,44233,21010,NA,NA
376930,99999,STEPANAVAN,RS,AM,NA,NA,41000,44367,14000,19730101,19980821
376940,99999,PUSHKINI_IERNANTCK,NA,AM,NA,NA,40917,44433,20610,NA,NA
376950,99999,SPITAK,RS,AM,NA,NA,40833,44267,15550,19590101,19800307
376980,99999,HANKAVAN,NA,AM,NA,NA,40634,44484,19920,NA,NA
376990,99999,APARAN,RS,AM,NA,NA,40533,44383,18920,19590101,20100218
377040,99999,VANADZOR,RS,AM,NA,NA,40817,44500,13790,19590828,20100218
377060,99999,DILIJAN,RS,AM,NA,NA,40750,44867,12550,19590119,19780601
377080,99999,SEMYONOVKA,RS,AM,NA,NA,40650,44900,20970,19590101,19951118
377090,99999,SEVAN,RS,AM,NA,NA,40550,44933,19370,19590128,20031011
377110,99999,IDJEVAN,RS,AM,NA,NA,40867,45150,7330,19590114,20090511
377130,99999,BERD,RS,AM,NA,NA,40917,45467,6970,19610219,19810404
377170,99999,SEVAN_OZERO,RS,AM,NA,NA,40567,45000,19170,20010916,20130705
377190,99999,TCHAMBARAK,RS,AM,NA,NA,40593,45356,18530,19590101,19950427
377290,99999,GADABAY,RS,AJ,NA,NA,40683,45817,14760,19590101,20130705
377340,99999,SHAMKIR,RS,AJ,NA,NA,40833,46033,4100,20070614,20071201
377350,99999,GANDJA,RS,AJ,NA,NA,40717,46417,3110,19320101,20130705
377351,99999,MAYKOP,NA,RS,NA,URKM,44650,40100,6790,20050218,20130520
377352,99999,UYTASH,RS,RS,NA,URML,42817,47650,40,20040706,20130705
377360,99999,GYANCA_AIRPORT,NA,AJ,NA,NA,40733,46400,3280,NA,NA
377400,99999,QABALA,RS,AJ,NA,NA,40983,47867,6820,19590101,20130705
377440,99999,MINGACHEVIR,RS,AJ,NA,NA,40767,47050,940,19590101,20120731
377460,99999,NAFTALAN_AIRPORT,NA,AJ,NA,NA,40600,46800,2010,NA,NA
377470,99999,EVLAKH_AIRPORT,RS,AJ,NA,NA,40617,47150,150,19590101,20130610
377490,99999,GOYCHAY,RS,AJ,NA,NA,40650,47750,950,19590101,20130705
377500,99999,ISMAILLY,RS,AJ,NA,NA,40783,48133,5500,20010801,20130428
377530,99999,ALTIAGACH,RS,AJ,NA,NA,40867,48933,10820,19590117,20120116
377560,99999,MARAZA,RS,AJ,NA,NA,40533,48933,7550,19590101,20130705
377590,99999,SHAMAKHY,RS,AJ,NA,NA,40633,48633,8920,19590101,20130610
377610,99999,KHALADZH,RS,AJ,NA,NA,40917,49050,NA,19590101,20120422
377690,99999,SUMGAIT,RS,AJ,NA,NA,40600,49633,-190,19590124,20130615
377700,99999,APARAN_JRAMBAR,NA,AM,NA,NA,40950,43767,18420,NA,NA
377720,99999,TALIN,NA,AM,NA,NA,40383,43900,16370,NA,NA
377740,99999,ARAGATS,RS,AM,NA,NA,40317,43667,12550,19590101,20020726
377810,99999,ARAGAC_H-M,RS,AM,NA,NA,40483,44183,32230,19610331,19631106
377820,99999,AMBERD,NA,AM,NA,NA,40383,44250,20710,NA,NA
377830,99999,MERDZAVAN,NA,AM,NA,NA,40183,44400,9420,NA,NA
377850,99999,ASHTARAK,RS,AM,NA,NA,40283,44467,10930,20060128,20090511
377860,99999,EGVARD,NA,AM,NA,NA,40317,44483,13210,NA,NA
377870,99999,ARMAVIR,RS,AM,NA,NA,40133,44050,8650,19590101,20090511
377880,99999,YEREVAN_ZVARTNOTS,RS,AM,NA,NA,40150,44383,8540,20010916,20130705
377890,99999,YEREVAN-YEREVAN-ARA,RS,AM,NA,UGEE,40133,44467,11400,19320101,20031122
377910,99999,FANTAN,RS,AM,NA,NA,40400,44683,18000,19730101,20070226
377920,99999,HRAZDAN,RS,AM,NA,NA,40483,44750,17610,19590101,20090511
378010,99999,GAVAR,RS,AM,NA,NA,40350,45133,19620,19590101,20100820
378020,99999,SHORJA,NA,AM,NA,NA,40500,45267,19170,NA,NA
378080,99999,MARTUNI,RS,AM,NA,NA,40133,45283,19430,19590101,19951121
378130,99999,SHAMKIR_GYOL-GYOL,NA,AJ,NA,NA,40500,45883,24780,NA,NA
378150,99999,MASRIK,RS,AM,NA,NA,40200,45750,19400,19590101,19990611
378160,99999,DASHKASAN,RS,AJ,NA,NA,40467,46083,16580,20070516,20120806
378250,99999,GYOY-GYOL,RS,AJ,NA,NA,40417,46333,16020,20070422,20110622
378310,99999,TAR-TAR,RS,AJ,NA,NA,40350,47017,2270,19590101,20130319
378320,99999,BARDA,RS,AJ,NA,NA,40367,47117,690,19880301,20130705
378350,99999,ZARDAB,RS,AJ,NA,NA,40200,47217,-50,20080105,20110419
378355,99999,GABALA,NA,AJ,NA,UBBQ,40817,47733,3380,20120106,20130705
378430,99999,SABIRABAD,RS,AJ,NA,NA,40017,48467,-150,20071214,20100622
378440,99999,KURDAMIR,RS,AJ,NA,NA,40333,48167,40,19590101,20130610
378480,99999,SABIRABAD,RS,AJ,NA,NA,40033,48500,NA,19590101,19631222
378490,99999,GAZIMAMMAD_AERODROM,RS,AJ,NA,NA,40017,48917,-50,19590101,20120212
378500,99999,BAKU_(OBSERVATORY),RS,AJ,NA,NA,40367,49917,20,19320101,20130302
378510,99999,BAKU_(KHURDALAN),RS,AJ,NA,NA,40417,49783,850,20061230,20130705
378520,99999,SHUBANY,RS,AJ,NA,NA,40367,49767,2240,19590101,19631211
378530,99999,BAKU-ZABRAT_AIRPORT,RS,AJ,NA,NA,40500,49983,-50,19460101,20080414
378560,99999,PUTA,RS,AJ,NA,NA,40300,49700,-110,19590101,19631130
378600,99999,MASHTAGA,RS,AJ,NA,NA,40533,50000,280,19590101,20130514
378610,99999,NEFT_DASHLARI,RS,AJ,NA,NA,40233,50817,-150,20040917,20110520
378630,99999,GYANDZHA,RS,AJ,NA,UBBG,40733,46400,3300,20040803,20130705
378635,99999,NAKCHIVAN,NA,AJ,NA,UBBN,39200,45450,8730,20060201,20130705
378640,99999,BAKU-BINA_AIRPORT,RS,AJ,NA,UBBB,40450,50067,30,19590402,20130705
378650,99999,ORSK,RS,RS,NA,UWOR,51067,58600,2770,20040803,20130705
378660,99999,PIRALLAHI,RS,AJ,NA,NA,40467,50317,-240,19590101,19991205
378690,99999,CHILOV_ISLAND,NA,AJ,NA,NA,40333,50617,-170,NA,NA
378710,99999,ARTASHAT,RS,AM,NA,NA,39950,44550,8330,20060128,20100218
378720,99999,URCADZOR,RS,AM,NA,NA,39917,44817,10640,NA,NA
378730,99999,YANIKH,NA,AM,NA,NA,39954,45246,23340,NA,NA
378740,99999,ARARAT,RS,AM,NA,NA,39817,44567,8220,19590101,20020210
378750,99999,ARENI,NA,AM,NA,NA,39717,45050,8500,NA,NA
378760,99999,EHGNADZOR,RS,AM,NA,NA,39767,45333,13170,19590101,20020531
378770,99999,SHARUR,NA,AJ,NA,NA,39550,44967,8130,NA,NA
378780,99999,ANANUN_IERNANTCK,RS,AM,NA,NA,39833,44983,21310,20070531,20080316
378800,99999,VOROTANI_LERNANTCK,NA,AM,NA,NA,39683,45717,23870,NA,NA
378820,99999,DJERMUK,NA,AM,NA,NA,39833,45683,20750,20110925,20110925
378830,99999,ISTISU,NA,AJ,NA,NA,39933,45967,22570,NA,NA
378930,99999,AGDAM,RS,AJ,NA,NA,39983,46750,2520,19590101,19920105
378950,99999,KHANKANDY,RS,AJ,NA,NA,39983,46750,8280,19590101,20110829
378960,99999,KHOJALY_AIRPORT,NA,AJ,NA,NA,39900,46783,6110,NA,NA
378970,99999,SISIAN,RS,AM,NA,NA,39533,46017,15810,19590101,20090511
378980,99999,LACHIN,NA,AJ,NA,NA,39650,46533,10990,20130604,20130604
378990,99999,SHUSHA,RS,AJ,NA,NA,39767,46750,13550,19590101,20070227
379010,99999,KHOJAVAND,NA,AJ,NA,NA,39783,47100,3990,NA,NA
379050,99999,BEYLAGAN_AERODROME,RS,AJ,NA,NA,39767,47750,710,19590101,20130705
379070,99999,FIZULY,RS,AJ,NA,NA,39600,47150,4390,19370103,20080207
379120,99999,JAFARKHAN,NA,AJ,NA,NA,39933,48533,-150,NA,NA
379130,99999,SALYAN,RS,AJ,NA,NA,39583,48967,-210,19590925,20110511
379140,99999,IMISHLY,RS,AJ,NA,NA,39867,48050,-10,20040710,20100622
379230,99999,ALAT,RS,AJ,NA,NA,39967,49400,-160,19590101,20130705
379250,99999,NEFTCHALA,RS,AJ,NA,NA,39400,49250,-240,19600720,20130705
379260,99999,OSTROV_SVINOY,RS,AJ,NA,NA,39733,49600,NA,19590101,19601230
379360,99999,NAXCIVAN,RS,AJ,NA,NA,39200,45417,8850,19480101,20130610
379410,99999,SHAHBUZ,NA,AJ,NA,NA,39400,45567,11950,NA,NA
379460,99999,PARAGACHAY,NA,AJ,NA,NA,39117,45983,22230,NA,NA
379470,99999,JULFA,RS,AJ,NA,NA,38950,45633,7170,19590101,19950603
379500,99999,KADJARAN,NA,AM,NA,NA,39150,46167,18430,NA,NA
379520,99999,KALVAZ,NA,AJ,NA,NA,38667,48383,18320,NA,NA
379530,99999,GORIS,RS,AM,NA,NA,39433,46400,14770,19590101,20020504
379570,99999,ORDUBAD,RS,AJ,NA,NA,38917,46017,7870,19590101,19950910
379580,99999,MEGRI,RS,AM,NA,NA,38900,46250,6280,19590101,20030217
379590,99999,KAPAN,RS,AM,NA,NA,39200,46433,7060,19590101,20090511
379680,99999,MINJIVAN,NA,AJ,NA,NA,39000,46667,3150,NA,NA
379720,99999,BILASUVAR,RS,AJ,NA,NA,39467,48550,30,19460406,20121106
379780,99999,GYOYTAPA,RS,AJ,NA,NA,39700,48600,20,19590101,20120820
379810,99999,YARDIMLI,RS,AJ,NA,NA,38900,48250,7940,20080722,20080827
379840,99999,LERIK,RS,AJ,NA,NA,38767,48400,11130,19590101,20100628
379850,99999,LANKARAN,RS,AJ,NA,UBBL,38750,48817,-120,19320101,20130705
379880,99999,...,RS,AJ,NA,NA,38500,48633,NA,19600420,20091010
379890,99999,ASTARA,RS,AJ,NA,NA,38450,48883,-220,19361231,20130705
380010,99999,FORT_SHEVCHENKO,RA,KZ,NA,UATE,44550,50250,-250,19320201,20130705
380020,99999,TUSCIKUDUK,RA,KZ,NA,NA,44733,51967,560,19590101,20110125
380080,99999,TUSHCHIBEK,RA,KZ,NA,NA,44150,51950,2400,19590102,20060112
380190,99999,DUKEN,RA,KZ,NA,NA,44317,54600,1430,19590101,20030612
380230,99999,KARAKAPALKIJA,RA,UZ,NA,NA,44850,56333,1260,19590101,20050104
380370,99999,BELEULI,RA,UZ,NA,NA,44533,56767,1220,19600101,20020224
380390,99999,KOYKE,RA,UZ,NA,NA,44017,58233,1760,19731004,19840501
380440,99999,UJALY,RA,KZ,NA,NA,44583,61150,550,19600101,20060106
380490,99999,CIRIK-RABAT,RA,KZ,NA,NA,44067,62900,880,19480101,20060923
380510,99999,KARAK,RA,KZ,NA,NA,44883,63167,920,19590101,19860428
380540,99999,NA,NA,NA,NA,NA,NA,NA,NA,19740429,19740429
380610,99999,KZYL-ORCA,RS,KZ,NA,NA,44850,65500,1311,19480101,19630304
380620,99999,KYZYLORDA,RA,KZ,NA,UAOO,44850,65500,1300,19320101,20130705
380640,99999,KYZYLORDA,NA,KZ,NA,NA,44767,65516,1330,NA,NA
380690,99999,SHIELI,RA,KZ,NA,NA,44167,66750,1530,19480101,20130705
380810,99999,TASTY,RA,KZ,NA,NA,44800,69117,1900,19530216,20030121
380820,99999,KAMALI-KUL,RA,KZ,NA,NA,44833,70017,2070,19590102,19850114
380910,99999,ULANBEL_,RA,KZ,NA,NA,44800,71067,2660,19590101,20040104
380920,99999,APPROXIMATE_LOCATIO,RA,KZ,NA,NA,44833,72000,0,19820102,19820629
380990,99999,FURMANOVO,RA,KZ,NA,NA,44283,72950,3500,19600101,19910206
381080,99999,NA,NA,NA,NA,NA,NA,NA,NA,20020519,20051013
381110,99999,SEVCENKO,RA,KZ,NA,NA,43583,51083,-150,19601201,20130705
381170,99999,YERALIYEV,RA,KZ,NA,NA,43150,51667,-210,19530216,20040804
381240,99999,UZEN,RA,KZ,NA,NA,43367,52833,2100,19810101,19860307
381410,99999,JASLYK,RA,UZ,NA,NA,43883,57517,1280,19740421,20130705
381411,99999,ATYRAU,RA,KZ,NA,UATG,47117,51817,-220,20040706,20130705
381412,99999,TURKMENBASHI,RA,TX,NA,UTAK,40050,53000,850,20040706,20130705
381413,99999,KHUDZHAND,RA,TI,NA,UTDL,40217,69683,4420,20040706,20130705
381414,99999,NAMANGAN,RA,UZ,NA,UTKN,40983,71583,4740,20040706,20051110
381415,99999,BUKHARA,RA,UZ,NA,UTSB,39767,64467,2290,20040706,20130705
381416,99999,ZARAFSHAN,NA,UZ,NA,UTSN,41617,64233,4250,20061110,20130625
381417,99999,KARSHI_KHANABAD,NA,UZ,NA,UTSK,38833,65917,4160,20060207,20130705
381418,99999,SHAHRISABZ,NA,UZ,NA,UTSH,39033,66783,5990,20080722,20110823
381430,99999,MYS_TIGROVYY,RA,UZ,NA,NA,43933,58733,540,19600101,19810113
381460,99999,MUJNAK,RA,UZ,NA,NA,43750,58733,550,20021124,20021124
381490,99999,KUNGRAD,RA,UZ,NA,NA,43083,58933,640,19480101,20130705
